43.522500,1.505158,31T 379195 4819926,0.000000
43.522520,1.505146,31T 379194 4819928,0.002400
43.522540,1.505135,31T 379193 4819930,0.004800
43.522530,1.505114,31T 379191 4819929,0.006823
43.522528,1.505110,31T 379191 4819929,0.007199
43.522546,1.505099,31T 379190 4819931,0.009399
43.522565,1.505092,31T 379189 4819933,0.011574
43.522583,1.505106,31T 379191 4819935,0.013925
43.522595,1.505096,31T 379190 4819936,0.015502
43.522596,1.505067,31T 379187 4819936,0.017857
43.522614,1.505073,31T 379188 4819938,0.019920
43.522606,1.505079,31T 379188 4819937,0.020933
43.522621,1.505060,31T 379187 4819939,0.023166
43.522620,1.505055,31T 379187 4819939,0.023601
43.522620,1.505050,31T 379186 4819939,0.023971
43.522623,1.505056,31T 379187 4819939,0.024559
43.522620,1.505050,31T 379186 4819939,0.025148
43.522610,1.505038,31T 379185 4819938,0.026587
43.522604,1.505048,31T 379186 4819937,0.027673
43.522596,1.505045,31T 379186 4819936,0.028645
43.522592,1.505048,31T 379186 4819936,0.029104
43.522585,1.505045,31T 379186 4819935,0.029920
43.522583,1.505046,31T 379186 4819935,0.030157
43.522586,1.505041,31T 379185 4819935,0.030681
43.522590,1.505044,31T 379186 4819936,0.031188
43.522602,1.505045,31T 379186 4819937,0.032526
43.522588,1.505045,31T 379186 4819935,0.034084
43.522595,1.505044,31T 379186 4819936,0.034868
43.522581,1.505040,31T 379185 4819935,0.036459
43.522583,1.505050,31T 379186 4819935,0.037297
43.522593,1.505059,31T 379187 4819936,0.038626
43.522601,1.505069,31T 379188 4819937,0.039828
43.522604,1.505068,31T 379188 4819937,0.040172
43.522610,1.505066,31T 379187 4819938,0.040859
43.522609,1.505074,31T 379188 4819938,0.041514
43.522614,1.505070,31T 379188 4819938,0.042157
43.522615,1.505068,31T 379188 4819938,0.042354
43.522616,1.505065,31T 379187 4819939,0.042620
43.522622,1.505066,31T 379187 4819939,0.043293
43.522631,1.505066,31T 379187 4819940,0.044295
43.522632,1.505063,31T 379187 4819940,0.044561
43.522630,1.505078,31T 379188 4819940,0.045792
43.522631,1.505085,31T 379189 4819940,0.046368
43.522629,1.505089,31T 379189 4819940,0.046760
43.522629,1.505096,31T 379190 4819940,0.047325
43.522624,1.505100,31T 379190 4819939,0.047969
43.522635,1.505102,31T 379190 4819941,0.049204
43.522635,1.505112,31T 379191 4819941,0.050011
43.522625,1.505122,31T 379192 4819939,0.051386
43.522627,1.505128,31T 379192 4819940,0.051919
43.522626,1.505140,31T 379193 4819940,0.052894
43.522622,1.505143,31T 379194 4819939,0.053401
43.522621,1.505142,31T 379194 4819939,0.053539
43.522621,1.505150,31T 379194 4819939,0.054184
43.522611,1.505145,31T 379194 4819938,0.055368
43.522603,1.505143,31T 379194 4819937,0.056273
43.522606,1.505150,31T 379194 4819937,0.056930
43.522609,1.505147,31T 379194 4819938,0.057342
43.522615,1.505137,31T 379193 4819938,0.058390
43.522632,1.505124,31T 379192 4819940,0.060526
43.522645,1.505138,31T 379193 4819942,0.062365
43.522644,1.505121,31T 379192 4819942,0.063742
43.522644,1.505116,31T 379192 4819942,0.064145
43.522645,1.505107,31T 379191 4819942,0.064880
43.522650,1.505105,31T 379191 4819942,0.065460
43.522650,1.505096,31T 379190 4819942,0.066186
43.522654,1.505086,31T 379189 4819943,0.067108
43.522650,1.505078,31T 379188 4819942,0.067893
43.522661,1.505083,31T 379189 4819944,0.069182
43.522656,1.505076,31T 379188 4819943,0.069975
43.522641,1.505065,31T 379187 4819941,0.071866
43.522644,1.505058,31T 379187 4819942,0.072523
43.522642,1.505060,31T 379187 4819941,0.072798
43.522638,1.505056,31T 379187 4819941,0.073348
43.522633,1.505059,31T 379187 4819940,0.073955
43.522630,1.505060,31T 379187 4819940,0.074298
43.522629,1.505066,31T 379187 4819940,0.074795
43.522622,1.505065,31T 379187 4819939,0.075579
43.522622,1.505070,31T 379188 4819939,0.076004
43.522603,1.505070,31T 379188 4819937,0.078202
43.522584,1.505066,31T 379187 4819935,0.080364
43.522564,1.505057,31T 379187 4819933,0.082641
43.522543,1.505051,31T 379186 4819931,0.084985
43.522525,1.505043,31T 379185 4819928,0.087172
43.522506,1.505031,31T 379184 4819926,0.089468
43.522492,1.505009,31T 379183 4819925,0.091785
43.522491,1.504981,31T 379180 4819925,0.094083
43.522484,1.504955,31T 379178 4819924,0.096269
43.522467,1.504968,31T 379179 4819922,0.098443
43.522450,1.504984,31T 379180 4819920,0.100731
43.522434,1.505002,31T 379182 4819918,0.103041
43.522419,1.505019,31T 379183 4819917,0.105230
43.522402,1.505037,31T 379185 4819915,0.107630
43.522385,1.505055,31T 379186 4819913,0.109915
43.522369,1.505070,31T 379187 4819911,0.112127
43.522350,1.505083,31T 379188 4819909,0.114527
43.522332,1.505091,31T 379189 4819907,0.116660
43.522312,1.505097,31T 379189 4819905,0.118843
43.522291,1.505096,31T 379189 4819902,0.121244
