43.517001,1.500615,31T 378817 4819321,27.518554
43.516993,1.500588,31T 378814 4819321,27.520954
43.516985,1.500561,31T 378812 4819320,27.523316
43.516977,1.500533,31T 378810 4819319,27.525716
43.516970,1.500505,31T 378808 4819318,27.528116
43.516962,1.500478,31T 378805 4819317,27.530516
43.516953,1.500451,31T 378803 4819316,27.532932
43.516942,1.500425,31T 378801 4819315,27.535332
43.516932,1.500398,31T 378799 4819314,27.537732
43.516922,1.500373,31T 378797 4819313,27.540066
43.516915,1.500345,31T 378795 4819312,27.542466
43.516908,1.500317,31T 378792 4819312,27.544866
43.516901,1.500289,31T 378790 4819311,27.547266
43.516894,1.500261,31T 378788 4819310,27.549630
43.516885,1.500234,31T 378785 4819309,27.552030
43.516876,1.500207,31T 378783 4819308,27.554430
43.516866,1.500180,31T 378781 4819307,27.556830
43.516857,1.500153,31T 378779 4819306,27.559230
43.516849,1.500126,31T 378777 4819305,27.561638
43.516841,1.500098,31T 378774 4819304,27.564038
43.516833,1.500071,31T 378772 4819304,27.566438
43.516825,1.500043,31T 378770 4819303,27.568838
43.516816,1.500016,31T 378768 4819302,27.571206
43.516808,1.499989,31T 378766 4819301,27.573606
43.516799,1.499962,31T 378763 4819300,27.576006
43.516791,1.499935,31T 378761 4819299,27.578302
43.516784,1.499907,31T 378759 4819298,27.580702
43.516778,1.499879,31T 378757 4819298,27.583102
43.516771,1.499851,31T 378754 4819297,27.585502
43.516765,1.499825,31T 378752 4819296,27.587683
43.516759,1.499796,31T 378750 4819296,27.590083
43.516753,1.499768,31T 378748 4819295,27.592483
43.516747,1.499739,31T 378745 4819294,27.594883
43.516741,1.499713,31T 378743 4819294,27.597091
43.516734,1.499685,31T 378741 4819293,27.599491
43.516728,1.499657,31T 378739 4819292,27.601891
43.516722,1.499631,31T 378736 4819292,27.604040
43.516716,1.499603,31T 378734 4819291,27.606440
43.516709,1.499574,31T 378732 4819291,27.608840
43.516704,1.499547,31T 378730 4819290,27.611179
43.516698,1.499518,31T 378727 4819289,27.613579
43.516692,1.499489,31T 378725 4819289,27.615979
43.516685,1.499464,31T 378723 4819288,27.618180
43.516677,1.499436,31T 378721 4819287,27.620580
43.516669,1.499408,31T 378718 4819286,27.623011
43.516663,1.499379,31T 378716 4819286,27.625411
43.516657,1.499351,31T 378714 4819285,27.627811
43.516652,1.499324,31T 378711 4819285,27.630103
