43.522437,1.504996,0.000000
43.522424,1.504998,0.001445
43.522412,1.504996,0.002798
43.522399,1.504992,0.004333
43.522385,1.504990,0.005870
43.522369,1.504994,0.007731
43.522351,1.505003,0.009848
43.522333,1.505009,0.011848
43.522316,1.505019,0.013897
43.522303,1.505029,0.015598
43.522287,1.505039,0.017513
43.522271,1.505049,0.019513
43.522256,1.505058,0.021311
43.522243,1.505065,0.022855
43.522226,1.505071,0.024855
43.522211,1.505072,0.026488
43.522196,1.505070,0.028216
43.522180,1.505058,0.030216
43.522166,1.505043,0.032178
43.522154,1.505027,0.033981
43.522145,1.505006,0.035982
43.522136,1.504988,0.037773
43.522125,1.504968,0.039773
43.522117,1.504947,0.041676
43.522112,1.504928,0.043348
43.522104,1.504905,0.045348
43.522099,1.504887,0.046912
43.522092,1.504864,0.048912
43.522087,1.504840,0.050941
43.522083,1.504825,0.052292
43.522075,1.504802,0.054292
43.522070,1.504786,0.055756
43.522061,1.504764,0.057756
43.522054,1.504747,0.059315
43.522047,1.504725,0.061315
43.522042,1.504709,0.062696
43.522035,1.504686,0.064696
43.522030,1.504671,0.066031
43.522022,1.504649,0.068031
43.522015,1.504631,0.069655
43.522007,1.504609,0.071655
43.522000,1.504592,0.073244
43.521996,1.504568,0.075244
43.521989,1.504554,0.076587
43.521977,1.504536,0.078587
43.521967,1.504522,0.080129
43.521955,1.504504,0.082129
43.521946,1.504489,0.083730
43.521935,1.504469,0.085730
43.521929,1.504454,0.087132
43.521920,1.504432,0.089119
43.521910,1.504412,0.091119
43.521899,1.504390,0.093283
43.521889,1.504370,0.095198
43.521876,1.504353,0.097198
43.521863,1.504336,0.099198
43.521850,1.504318,0.101292
43.521839,1.504303,0.103035
43.521824,1.504288,0.105035
43.521810,1.504272,0.107035
43.521801,1.504262,0.108339
43.521787,1.504246,0.110339
43.521777,1.504233,0.111932
43.521764,1.504216,0.113932
43.521754,1.504204,0.115352
43.521741,1.504187,0.117352
43.521728,1.504170,0.119337
43.521716,1.504153,0.121337
43.521705,1.504137,0.123064
43.521693,1.504118,0.125064
43.521684,1.504101,0.126773
43.521675,1.504080,0.128773
43.521668,1.504065,0.130173
43.521659,1.504044,0.132173
43.521652,1.504029,0.133661
43.521642,1.504008,0.135661
43.521632,1.503987,0.137703
43.521622,1.503966,0.139703
43.521615,1.503948,0.141346
43.521607,1.503926,0.143346
43.521602,1.503910,0.144751
43.521595,1.503887,0.146751
43.521590,1.503871,0.148170
43.521583,1.503848,0.150152
43.521571,1.503829,0.152152
43.521560,1.503810,0.154152
43.521549,1.503790,0.156179
43.521538,1.503771,0.158179
43.521532,1.503758,0.159446
43.521522,1.503737,0.161447
43.521514,1.503720,0.163041
43.521503,1.503701,0.165041
43.521492,1.503681,0.167041
43.521482,1.503663,0.168881
43.521469,1.503646,0.170881
43.521455,1.503629,0.172881
43.521443,1.503614,0.174745
43.521429,1.503598,0.176745
43.521415,1.503582,0.178745
43.521402,1.503567,0.180687
43.521388,1.503551,0.182687
43.521374,1.503535,0.184687
43.521366,1.503525,0.185941
43.521352,1.503508,0.187941
43.521340,1.503494,0.189744
43.521337,1.503469,0.191745
43.521336,1.503443,0.193839
43.521337,1.503419,0.195839
43.521336,1.503393,0.197928
43.521334,1.503368,0.199928
43.521328,1.503344,0.201971
43.521320,1.503322,0.203971
43.521312,1.503302,0.205763
43.521303,1.503282,0.207763
43.521293,1.503261,0.209763
43.521287,1.503242,0.211437
43.521281,1.503219,0.213437
43.521275,1.503197,0.215280
43.521269,1.503174,0.217281
43.521262,1.503151,0.219269
43.521255,1.503128,0.221269
43.521250,1.503109,0.222943
43.521243,1.503086,0.224943
43.521239,1.503069,0.226367
43.521233,1.503046,0.228367
43.521228,1.503025,0.230128
43.521222,1.503002,0.232128
43.521216,1.502984,0.233686
43.521207,1.502962,0.235686
43.521198,1.502941,0.237743
43.521187,1.502921,0.239743
43.521177,1.502902,0.241611
43.521168,1.502881,0.243611
43.521159,1.502859,0.245611
43.521151,1.502836,0.247736
43.521144,1.502815,0.249583
43.521135,1.502794,0.251583
43.521126,1.502772,0.253583
43.521119,1.502759,0.254873
43.521109,1.502738,0.256873
43.521099,1.502720,0.258710
43.521090,1.502698,0.260710
43.521081,1.502677,0.262710
43.521076,1.502663,0.264022
43.521067,1.502641,0.266022
43.521059,1.502620,0.267934
43.521050,1.502599,0.269934
43.521044,1.502586,0.271177
43.521035,1.502564,0.273177
43.521026,1.502543,0.275177
43.521018,1.502520,0.277216
43.521012,1.502501,0.278915
43.521003,1.502479,0.280915
43.520994,1.502458,0.282867
43.520986,1.502436,0.284867
43.520978,1.502415,0.286835
43.520972,1.502391,0.288835
43.520969,1.502375,0.290174
43.520959,1.502354,0.292174
43.520950,1.502333,0.294174
43.520940,1.502312,0.296175
43.520931,1.502292,0.298102
43.520918,1.502275,0.300102
43.520909,1.502262,0.301504
43.520892,1.502257,0.303505
43.520880,1.502254,0.304791
43.520863,1.502259,0.306791
43.520849,1.502263,0.308336
43.520832,1.502272,0.310336
43.520818,1.502280,0.312088
43.520802,1.502291,0.314088
43.520785,1.502301,0.316088
43.520769,1.502312,0.318094
43.520753,1.502322,0.320094
43.520735,1.502333,0.322207
43.520719,1.502343,0.324207
43.520701,1.502352,0.326352
43.520684,1.502361,0.328352
43.520673,1.502368,0.329678
43.520657,1.502378,0.331678
43.520646,1.502384,0.333021
43.520630,1.502395,0.335021
43.520614,1.502407,0.337021
43.520595,1.502417,0.339232
43.520579,1.502427,0.341232
43.520567,1.502433,0.342666
